code_hopital,annee_fiscale,taux_occupation_lits,taux_mortalite,taux_infection_nosocomiale,duree_moyenne_sejour_jours,temps_attente_median_min,taux_lits_vacants,taux_transfert,nombre_lits_disponibles,total_admissions,nombre_medecins,nombre_infirmiers,ratio_medecin_par_lit,ratio_infirmier_par_lit,ratio_infirmier_par_medecin,statut_hopital
RGN,2015-16,85.7,3.571,0.0469,3.9507774438616465,188.0,14.3,2.39,641.6923076923077,87330.0,455.0,1112.0,0.709,1.733,2.444,Attention
RGP,2015-16,81.3,4.76,0.0364,4.80743946888831,141.0,18.7,1.61,449.9120879120879,60427.0,292.0,805.0,0.649,1.789,2.757,Attention
RGR,2015-16,81.2,3.756,0.034,3.9641401584087355,180.0,18.8,2.15,490.0,64758.0,343.0,886.0,0.7,1.808,2.583,Normal
RGT,2015-16,88.2,2.646,0.0386,4.475970232299346,159.0,11.8,3.49,1019.0439560439561,139881.0,1220.0,2769.0,1.197,2.717,2.27,Attention
RJC,2015-16,89.2,3.729,0.0172,5.686357460474309,136.0,10.8,1.01,501.4065934065934,58020.0,338.0,1300.0,0.674,2.593,3.846,Attention
RJE,2015-16,93.7,3.454,0.0469,3.7550385366666164,196.0,6.3,5.84,1365.3296703296703,206728.0,1059.0,2829.0,0.776,2.072,2.671,Critique
RJF,2015-16,87.5,3.34,0.0288,3.8416209197968154,102.0,12.5,6.27,524.5164835164835,69383.0,324.0,857.0,0.618,1.634,2.645,Attention
RK5,2015-16,87.3,3.49,0.075,4.26604482306213,162.0,12.7,6.49,675.1978021978022,89321.0,414.0,1139.0,0.613,1.687,2.751,Attention
RKB,2015-16,92.9,3.039,0.0259,4.170480620155039,135.0,7.1,5.67,1158.4945054945056,158091.0,931.0,2161.0,0.804,1.865,2.321,Critique
RL4,2015-16,88.7,3.635,0.0399,4.489562363841933,137.0,11.3,4.5,899.7252747252747,127908.0,740.0,2121.0,0.822,2.357,2.866,Attention
RLQ,2015-16,94.7,4.067,0.039,4.359580848411334,179.0,5.3,2.01,283.1208791208791,46151.0,296.0,835.0,1.045,2.949,2.821,Critique
RLT,2015-16,86.1,4.571,0.0279,4.6771018514503755,129.0,13.9,2.41,340.43956043956047,39478.0,236.0,575.0,0.693,1.689,2.436,Attention
RM1,2015-16,91.3,3.759,0.0316,4.033413659645938,168.0,8.7,3.97,1066.3626373626373,180573.0,906.0,1936.0,0.85,1.816,2.137,Attention
RNA,2015-16,84.5,2.964,0.0307,3.0779753761969904,178.0,15.5,8.72,788.8571428571429,123648.0,490.0,1364.0,0.621,1.729,2.784,Attention
RNQ,2015-16,96.8,3.265,0.0378,4.131327907695478,164.0,3.2,5.92,610.0,87215.0,402.0,980.0,0.659,1.607,2.438,Critique
RNS,2015-16,90.2,2.525,0.026,3.8151210265383493,162.0,9.8,9.67,768.4285714285714,107688.0,503.0,1220.0,0.655,1.588,2.425,Attention
RQ8,2015-16,91.4,3.354,0.0175,3.63924401418859,200.0,8.6,2.56,582.0,91573.0,536.0,1198.0,0.921,2.058,2.235,Attention
RQW,2015-16,93.8,3.06,0.0222,3.621461223835111,166.0,6.2,12.06,464.9120879120879,71945.0,416.0,690.0,0.895,1.484,1.659,Critique
RTG,2015-16,93.1,3.592,0.0399,4.1708221427251075,180.0,6.9,6.74,1070.6593406593406,150380.0,869.0,2190.0,0.812,2.045,2.52,Critique
RWD,2015-16,83.8,4.131,0.0438,4.252711899839725,173.0,16.2,3.11,1166.3736263736264,148264.0,825.0,1899.0,0.707,1.628,2.302,Attention
RWE,2015-16,87.7,2.968,0.0285,3.678264421143991,136.0,12.3,6.7,1640.0879120879122,255895.0,1703.0,3509.0,1.038,2.14,2.06,Attention
RWG,2015-16,83.9,3.07,0.0232,3.9265472286904592,169.0,16.1,4.34,764.2417582417582,99124.0,544.0,1125.0,0.712,1.472,2.068,Normal
RWH,2015-16,84.7,3.278,0.0124,3.5362897476115784,184.0,15.3,3.08,719.8571428571429,96795.0,714.0,1470.0,0.992,2.042,2.059,Normal
RX1,2015-16,88.8,3.418,0.054,4.561356764362483,171.0,11.2,4.56,1675.0,209171.0,1633.0,3834.0,0.975,2.289,2.348,Attention
RXW,2015-16,93.1,3.798,0.0236,4.003883338052668,162.0,6.9,1.53,774.0,123060.0,548.0,1378.0,0.708,1.78,2.515,Attention
R1H,2015-16,93.5,2.415,0.043,4.3630748618733595,179.0,6.5,2.42,1835.0,232694.0,2321.0,4153.0,1.265,2.263,1.789,Attention
R1K,2015-16,91.5,2.663,0.0257,4.376312767512267,142.0,8.5,3.71,1201.5384615384614,159319.0,1179.0,2712.0,0.981,2.257,2.3,Attention
RAL,2015-16,87.8,3.066,0.0341,4.443141618466771,183.0,12.2,3.91,1043.5604395604396,169874.0,1531.0,2446.0,1.467,2.344,1.598,Attention
RAP,2015-16,93.6,2.753,0.0591,3.7509560324159383,197.0,6.4,2.23,524.8351648351648,77794.0,497.0,911.0,0.947,1.736,1.833,Attention
RAS,2015-16,88.2,2.384,0.0285,4.057906621021196,199.0,11.8,5.6,467.1758241758242,63162.0,430.0,774.0,0.92,1.657,1.8,Attention
RAX,2015-16,91.0,2.272,0.0235,3.1354494028912634,176.0,9.0,15.34,488.7032967032967,72325.0,438.0,734.0,0.896,1.502,1.676,Attention
RF4,2015-16,95.4,3.633,0.0299,4.264455850052919,208.0,4.6,1.66,971.0,133948.0,898.0,1763.0,0.925,1.816,1.963,Attention
RJ2,2015-16,89.8,2.566,0.0279,4.216877892642415,216.0,10.2,8.88,982.0,132502.0,765.0,1860.0,0.779,1.894,2.431,Attention
RJ6,2015-16,96.5,2.823,0.0219,3.9665707828230943,216.0,3.5,1.64,515.1868131868132,68408.0,462.0,1014.0,0.897,1.968,2.195,Attention
RJ7,2015-16,92.6,2.508,0.0319,4.614406981167966,198.0,7.4,4.1,992.978021978022,119102.0,1199.0,2652.0,1.207,2.671,2.212,Critique
RJZ,2015-16,91.3,2.702,0.0368,4.893404622223763,204.0,8.7,3.51,1360.1978021978023,209236.0,1985.0,3456.0,1.459,2.541,1.741,Attention
RKE,2015-16,88.6,1.632,0.0305,3.660235125190703,193.0,11.4,8.27,335.46153846153845,52482.0,488.0,1107.0,1.455,3.3,2.268,Attention
RQM,2015-16,90.6,1.778,0.0063,3.577042376096222,198.0,9.4,3.15,878.1428571428571,125987.0,1042.0,1633.0,1.187,1.86,1.567,Attention
RQX,2015-16,82.0,1.359,0.0111,3.4467511638785555,202.0,18.0,11.91,414.0769230769231,63272.0,467.0,971.0,1.128,2.345,2.079,Normal
RRV,2015-16,82.1,1.538,0.0684,4.353129815501228,179.0,17.9,1.03,886.5934065934066,159450.0,1355.0,2426.0,1.528,2.736,1.79,Normal
RYJ,2015-16,81.4,2.111,0.0393,4.091625926510014,160.0,18.6,6.95,1193.2967032967033,201091.0,1675.0,3005.0,1.404,2.518,1.794,Attention
RA2,2015-16,80.7,2.819,0.027,3.69827140270713,203.0,19.3,2.29,508.35164835164835,77683.0,562.0,1029.0,1.106,2.024,1.831,Normal
RA3,2015-16,99.7,5.886,0.0656,4.8901626815154495,197.0,0.3,0.78,264.989010989011,30494.0,170.0,423.0,0.642,1.596,2.488,Critique
RA4,2015-16,91.4,3.708,0.0373,4.497340735276991,186.0,8.6,1.19,345.85714285714283,42861.0,252.0,545.0,0.729,1.576,2.163,Attention
RA7,2015-16,91.3,2.269,0.0374,4.004238452180056,168.0,8.7,5.89,844.7472527472528,133592.0,1155.0,2344.0,1.367,2.775,2.029,Attention
RA9,2015-16,82.0,3.758,0.0295,3.824559001838307,141.0,18.0,3.62,435.0,81455.0,442.0,1294.0,1.016,2.975,2.928,Normal
RBA,2015-16,87.0,3.144,0.0137,3.45984856563933,179.0,13.0,5.11,429.56043956043953,94821.0,485.0,1085.0,1.129,2.526,2.237,Attention
RBD,2015-16,87.7,3.708,0.0278,3.6676075146438434,167.0,12.3,4.52,348.8021978021978,53896.0,321.0,655.0,0.92,1.878,2.04,Attention
RBZ,2015-16,91.6,4.257,0.0178,5.444171779141104,77.0,8.4,7.48,331.3626373626374,50617.0,308.0,1205.0,0.929,3.636,3.912,Attention
RD1,2015-16,94.3,3.578,0.034,4.34062697243846,188.0,5.7,2.68,666.8351648351648,85323.0,552.0,1259.0,0.828,1.888,2.281,Attention
RD3,2015-16,92.3,3.104,0.0224,3.885002917720288,185.0,7.7,3.57,589.6153846153846,76013.0,457.0,926.0,0.775,1.571,2.026,Attention
RDU,2015-16,94.1,2.868,0.0176,3.862171530096687,202.0,5.9,1.98,1372.6923076923076,187877.0,1036.0,2131.0,0.755,1.552,2.057,Attention
RDZ,2015-16,95.6,4.469,0.0203,4.210768707074347,156.0,4.4,0.51,606.945054945055,103691.0,472.0,1250.0,0.778,2.059,2.648,Attention
RH8,2015-16,87.3,3.128,0.0279,4.161833971151015,135.0,12.7,2.85,819.5164835164835,125336.0,668.0,1636.0,0.815,1.996,2.449,Attention
RHM,2015-16,93.6,2.867,0.0324,4.743832903187084,185.0,6.4,1.53,1145.0,138932.0,1385.0,3048.0,1.21,2.662,2.201,Attention
RHU,2015-16,93.4,3.686,0.0291,4.504878255705438,145.0,6.6,3.03,1041.89010989011,137629.0,917.0,2140.0,0.88,2.054,2.334,Critique
RHW,2015-16,84.3,2.689,0.0277,3.652590944586053,170.0,15.7,7.22,706.5824175824176,104807.0,680.0,1473.0,0.962,2.085,2.166,Attention
RK9,2015-16,89.5,3.296,0.0288,4.438686498918117,179.0,10.5,1.74,914.7362637362637,121424.0,902.0,1704.0,0.986,1.863,1.889,Attention
RN3,2015-16,95.7,3.24,0.0211,4.183443388629409,121.0,4.3,2.17,600.9560439560439,89986.0,529.0,1535.0,0.88,2.554,2.902,Attention
RNZ,2015-16,88.3,3.013,0.0387,4.348063984813377,162.0,11.7,6.1,492.45054945054943,59457.0,344.0,782.0,0.699,1.588,2.273,Attention
RPA,2015-16,95.4,3.474,0.0249,4.006431142423364,157.0,4.6,3.76,583.3846153846154,76190.0,530.0,974.0,0.908,1.67,1.838,Attention
RTE,2015-16,96.9,3.399,0.023,3.927445217954878,172.0,3.1,5.75,978.2087912087912,161150.0,828.0,1873.0,0.846,1.915,2.262,Critique
RTH,2015-16,94.0,2.723,0.0306,4.183698276298685,199.0,6.0,2.58,1223.1648351648353,199059.0,1695.0,3494.0,1.386,2.857,2.061,Attention
RTK,2015-16,83.5,4.0,0.0243,4.329748845265589,187.0,16.5,1.61,557.4505494505495,74094.0,545.0,914.0,0.978,1.64,1.677,Normal
RTP,2015-16,90.4,3.634,0.0295,4.937964834661886,209.0,9.6,1.84,680.8021978021978,81411.0,555.0,950.0,0.815,1.395,1.712,Attention
RVV,2015-16,97.8,3.652,0.0252,3.3942489974480496,184.0,2.2,1.8,1029.5604395604396,186550.0,978.0,1993.0,0.95,1.936,2.038,Attention
RWF,2015-16,95.5,3.712,0.0273,4.382180771901974,190.0,4.5,2.39,795.3186813186813,102467.0,688.0,1402.0,0.865,1.763,2.038,Attention
RXC,2015-16,93.0,4.701,0.0503,5.31038416249632,190.0,7.0,1.43,777.5604395604396,97380.0,567.0,1800.0,0.729,2.315,3.175,Critique
RXH,2015-16,88.3,3.437,0.0375,4.711548159354513,166.0,11.7,1.4,923.6043956043956,119991.0,1079.0,2370.0,1.168,2.566,2.196,Attention
RXQ,2015-16,96.5,2.654,0.0425,4.445512381994801,191.0,3.5,5.12,764.0,103629.0,637.0,1756.0,0.834,2.298,2.757,Critique
RAE,2016-17,70.7,2.437,0.0259,2.990292403773289,179.0,29.3,4.0,704.2222222222222,119859.0,682.0,1447.0,0.968,2.055,2.122,Normal
RBL,2016-17,88.6,3.379,0.0437,4.616893232321887,184.0,11.4,4.4,763.1444444444444,109903.0,585.0,1525.0,0.767,1.998,2.607,Attention
RBN,2016-17,95.4,3.18,0.0335,3.4664013111683447,142.0,4.6,5.6,717.8,116246.0,601.0,1353.0,0.837,1.885,2.251,Critique
RBT,2016-17,87.2,3.201,0.0496,3.713698520271083,93.0,12.8,6.67,573.0,80662.0,339.0,1071.0,0.592,1.869,3.159,Attention
RCB,2016-17,94.1,3.697,0.041,4.213182035102603,130.0,5.9,5.22,1064.1333333333334,158462.0,752.0,2026.0,0.707,1.904,2.694,Critique
RCD,2016-17,85.2,3.579,0.064,4.356650987770461,137.0,14.8,1.15,347.1111111111111,54672.0,392.0,1295.0,1.129,3.731,3.304,Attention
RCF,2016-17,84.5,3.016,0.025,3.386563542614498,158.0,15.5,8.38,391.5444444444444,63993.0,263.0,643.0,0.672,1.642,2.445,Attention
RE9,2016-17,84.6,4.751,0.0649,4.919374641892445,130.0,15.4,5.77,342.6111111111111,36997.0,223.0,1356.0,0.651,3.958,6.081,Attention
REM,2016-17,92.7,4.445,0.0598,5.218152363720519,108.0,7.3,0.08,742.8,90254.0,577.0,1174.0,0.777,1.581,2.035,Attention
RFF,2016-17,89.1,3.604,0.0196,3.365358405137564,176.0,10.9,2.9,398.0,66404.0,346.0,812.0,0.869,2.04,2.347,Attention
RFR,2016-17,92.6,3.744,0.0254,3.7301129028472175,188.0,7.4,7.03,477.5,74692.0,364.0,1186.0,0.762,2.484,3.258,Critique
RHQ,2016-17,94.2,3.258,0.0329,5.095389270784139,163.0,5.8,3.81,1652.9,236996.0,1484.0,4033.0,0.898,2.44,2.718,Critique
RJN,2016-17,85.7,4.642,0.0754,5.296056532911643,146.0,14.3,1.34,365.75555555555553,35792.0,254.0,740.0,0.694,2.023,2.913,Attention
RJR,2016-17,89.2,3.182,0.0305,3.9019431988041853,165.0,10.8,10.99,576.0,81950.0,445.0,950.0,0.773,1.649,2.135,Attention
RLN,2016-17,85.5,3.767,0.0524,4.065865195785447,113.0,14.5,1.21,759.9,116476.0,579.0,1468.0,0.762,1.932,2.535,Normal
RM2,2016-17,86.2,2.992,0.0341,4.208099400497546,175.0,13.8,2.32,835.5777777777778,105560.0,802.0,1903.0,0.96,2.277,2.373,Attention
RM3,2016-17,94.4,3.935,0.015,5.4202131798023805,180.0,5.6,2.54,753.0222222222222,93194.0,794.0,1911.0,1.054,2.538,2.407,Critique
RMC,2016-17,85.1,2.759,0.0302,3.435945537065053,149.0,14.9,8.38,677.3333333333334,92603.0,497.0,1646.0,0.734,2.43,3.312,Attention
RMP,2016-17,90.3,4.131,0.0371,4.629066802651709,195.0,9.7,1.66,511.24444444444447,53960.0,285.0,967.0,0.557,1.891,3.393,Attention
RNL,2016-17,88.2,3.9,0.0291,4.165393325008995,134.0,11.8,1.47,587.2,79079.0,364.0,1176.0,0.62,2.003,3.231,Attention
RP5,2016-17,81.6,3.787,0.0252,3.8146460929370862,152.0,18.4,1.88,933.2333333333333,127122.0,558.0,1621.0,0.598,1.737,2.905,Normal
RQ6,2016-17,94.5,4.468,0.0309,6.177452939320643,170.0,5.5,3.77,805.0,93811.0,882.0,1867.0,1.096,2.319,2.117,Critique
RR8,2016-17,92.0,3.151,0.0664,4.962418560907719,176.0,8.0,1.85,1822.2333333333333,209218.0,2007.0,3768.0,1.101,2.068,1.877,Attention
RRF,2016-17,91.4,4.585,0.0148,4.110529203451544,167.0,8.6,1.19,523.0888888888888,81274.0,495.0,1180.0,0.946,2.256,2.384,Attention
RTD,2016-17,86.1,2.592,0.0421,5.057764377694497,114.0,13.9,1.03,1572.9,223349.0,1719.0,4159.0,1.093,2.644,2.419,Attention
RTF,2016-17,83.2,4.637,0.018,4.8605795197430846,105.0,16.8,0.73,1014.9333333333333,116414.0,653.0,2301.0,0.643,2.267,3.524,Normal
RTR,2016-17,88.8,3.27,0.0388,3.995858873919647,110.0,11.2,2.63,978.0333333333333,157414.0,923.0,2494.0,0.944,2.55,2.702,Attention
RTX,2016-17,84.0,3.764,0.0384,4.432381276853482,161.0,16.0,0.89,730.7111111111111,91080.0,497.0,1415.0,0.68,1.936,2.847,Normal
RVW,2016-17,87.6,3.535,0.0387,3.6909305402777113,130.0,12.4,2.47,660.8,93142.0,491.0,1425.0,0.743,2.156,2.902,Attention
RVY,2016-17,65.0,4.308,0.066,4.817596116388481,94.0,35.0,1.17,475.0,56086.0,293.0,982.0,0.617,2.067,3.352,Normal
RW6,2016-17,85.0,3.427,0.0299,3.6651994665783443,162.0,15.0,2.05,1327.088888888889,186980.0,1072.0,2631.0,0.808,1.983,2.454,Normal
RWA,2016-17,84.0,4.193,0.03,4.375082257504876,140.0,16.0,1.15,1117.8444444444444,153488.0,992.0,2161.0,0.887,1.933,2.178,Normal
RWJ,2016-17,87.5,3.123,0.0586,4.343950047224263,170.0,12.5,2.21,745.5888888888888,90431.0,476.0,1423.0,0.638,1.909,2.989,Attention
RWW,2016-17,86.9,2.905,0.0402,3.796076066265855,147.0,13.1,2.65,613.3333333333334,82047.0,393.0,918.0,0.641,1.497,2.336,Attention
RWY,2016-17,86.3,3.562,0.0216,4.021567175233299,134.0,13.7,2.55,810.8,120564.0,536.0,1684.0,0.661,2.077,3.142,Attention
RXL,2016-17,87.8,4.27,0.0591,5.088631545752378,203.0,12.2,2.31,799.1444444444444,109933.0,533.0,2176.0,0.667,2.723,4.083,Attention
RXN,2016-17,94.6,3.073,0.0448,4.352631511860604,177.0,5.4,6.93,877.3777777777777,129541.0,778.0,1957.0,0.887,2.231,2.515,Critique
RXP,2016-17,82.5,3.691,0.0146,3.8000412026598607,77.0,17.5,1.72,985.0,144070.0,703.0,2186.0,0.714,2.219,3.11,Normal
RXR,2016-17,90.4,3.432,0.0223,4.3960648615882,163.0,9.6,1.98,974.8222222222222,129963.0,748.0,2231.0,0.767,2.289,2.983,Attention
RAJ,2016-17,86.9,4.529,0.0252,3.533896362642594,149.0,13.1,3.77,574.8666666666667,103028.0,508.0,1083.0,0.884,1.884,2.132,Attention
RBK,2016-17,88.3,3.654,0.0101,4.489212815433641,185.0,11.7,2.15,532.8555555555556,69031.0,406.0,1117.0,0.762,2.096,2.751,Attention
RC1,2016-17,96.9,3.499,0.0387,4.066098081023454,144.0,3.1,2.62,408.0,59374.0,331.0,752.0,0.811,1.843,2.272,Attention
RC9,2016-17,90.1,2.376,0.0101,3.203738317757009,161.0,9.9,10.72,696.4111111111112,108814.0,587.0,1062.0,0.843,1.525,1.809,Attention
RCX,2016-17,89.3,3.6,0.0454,3.3515655199072283,174.0,10.7,3.35,473.93333333333334,85847.0,321.0,815.0,0.677,1.72,2.539,Attention
RD8,2016-17,95.0,2.931,0.0242,4.08635526921307,174.0,5.0,3.87,490.6666666666667,70301.0,392.0,802.0,0.799,1.635,2.046,Attention
RDD,2016-17,95.9,4.036,0.0465,4.675146493883548,195.0,4.1,12.29,691.0,86074.0,541.0,1206.0,0.783,1.745,2.229,Critique
RDE,2016-17,90.0,4.116,0.0241,3.67080629585077,179.0,10.0,2.32,619.6444444444444,99423.0,479.0,1091.0,0.773,1.761,2.278,Attention
RFS,2016-17,90.4,3.872,0.0191,3.579272089205864,181.0,9.6,6.79,548.1555555555556,78508.0,383.0,876.0,0.699,1.598,2.287,Attention
RGN,2016-17,82.4,3.761,0.0408,4.152750396227145,157.0,17.6,2.05,662.2555555555556,88311.0,691.0,1620.0,1.043,2.446,2.344,Normal
RGP,2016-17,82.0,5.316,0.0496,4.791981751140554,137.0,18.0,1.44,472.0777777777778,62534.0,309.0,840.0,0.655,1.779,2.718,Attention
RGQ,2016-17,95.3,3.682,0.0369,3.848712079803225,175.0,4.7,3.96,631.6444444444444,100258.0,512.0,1173.0,0.811,1.857,2.291,Attention
RGR,2016-17,81.2,3.891,0.0348,3.9103510002660924,159.0,18.8,2.38,501.9555555555556,63272.0,366.0,887.0,0.729,1.767,2.423,Normal
RGT,2016-17,89.7,3.109,0.0373,4.895920097758049,165.0,10.3,1.49,1013.0,142230.0,1277.0,2810.0,1.261,2.774,2.2,Attention
RJC,2016-17,87.6,3.624,0.0339,4.9938779522030945,138.0,12.4,1.34,497.8333333333333,61953.0,348.0,1331.0,0.699,2.674,3.825,Attention
RJE,2016-17,94.2,3.427,0.0476,3.7518719050176004,182.0,5.8,5.81,1335.111111111111,214210.0,1132.0,2935.0,0.848,2.198,2.593,Critique
RJF,2016-17,89.4,3.02,0.0373,3.677860591174727,82.0,10.6,5.13,512.9333333333333,72335.0,321.0,828.0,0.626,1.614,2.579,Attention
RK5,2016-17,89.2,3.626,0.0469,3.909025171309528,154.0,10.8,5.82,655.1555555555556,95863.0,427.0,1153.0,0.652,1.76,2.7,Attention
RKB,2016-17,93.0,2.982,0.0232,4.211959292721229,149.0,7.0,5.57,1187.5222222222221,163917.0,926.0,2230.0,0.78,1.878,2.408,Critique
RL4,2016-17,90.0,3.699,0.0559,4.255429917225612,135.0,10.0,5.26,902.0,130633.0,791.0,2140.0,0.877,2.373,2.705,Attention
RLQ,2016-17,93.0,4.54,0.0426,4.607788119353955,173.0,7.0,1.78,285.72222222222223,46899.0,281.0,826.0,0.983,2.891,2.94,Critique
RLT,2016-17,87.2,4.555,0.0154,4.989111281796412,113.0,12.8,1.56,339.4888888888889,38978.0,223.0,585.0,0.657,1.723,2.623,Attention
RM1,2016-17,88.7,3.969,0.0312,4.079923619583091,161.0,11.3,3.9,1033.1,179254.0,964.0,1988.0,0.933,1.924,2.062,Attention
RNA,2016-17,88.9,3.066,0.0355,3.230137464325328,156.0,11.1,8.87,781.0444444444445,121023.0,507.0,1376.0,0.649,1.762,2.714,Attention
RNQ,2016-17,97.0,3.212,0.0279,4.310031145548465,171.0,3.0,5.47,674.0,93335.0,417.0,1025.0,0.619,1.521,2.458,Critique
RNS,2016-17,90.9,2.721,0.0275,3.7714612477161467,144.0,9.1,9.37,799.4,112782.0,512.0,1238.0,0.64,1.549,2.418,Attention
RQ8,2016-17,93.5,3.467,0.0208,3.6213475698238953,178.0,6.5,2.37,567.2444444444444,96017.0,567.0,1218.0,1.0,2.147,2.148,Attention
RQW,2016-17,93.5,3.361,0.0288,3.7802368137782563,169.0,6.5,11.82,501.76666666666665,69514.0,460.0,709.0,0.917,1.413,1.541,Critique
RTG,2016-17,88.2,3.772,0.0411,4.23340683812934,174.0,11.8,6.53,1084.8444444444444,155862.0,888.0,2273.0,0.819,2.095,2.56,Attention
RWD,2016-17,81.9,4.515,0.0388,4.335530746057062,179.0,18.1,2.89,1269.0333333333333,149566.0,834.0,1958.0,0.657,1.543,2.348,Attention
RWE,2016-17,86.2,3.038,0.0231,3.7319400620840306,122.0,13.8,6.65,1682.8111111111111,259731.0,1780.0,3561.0,1.058,2.116,2.001,Attention
RWG,2016-17,85.9,3.266,0.0276,4.03550889289352,153.0,14.1,3.89,757.8111111111111,101485.0,591.0,1170.0,0.78,1.544,1.98,Attention
RWH,2016-17,83.0,3.564,0.0149,3.68510607591283,148.0,17.0,2.93,707.4888888888889,101003.0,763.0,1515.0,1.078,2.141,1.986,Normal
RX1,2016-17,89.3,3.135,0.0444,4.512804962699381,170.0,10.7,5.53,1630.0,214041.0,1670.0,3843.0,1.025,2.358,2.301,Attention
RXW,2016-17,91.2,3.998,0.0237,4.129962821243453,162.0,8.8,1.37,799.7222222222222,126331.0,572.0,1359.0,0.715,1.699,2.376,Attention
R1H,2016-17,92.7,2.415,0.0291,4.421289474004701,184.0,7.3,2.37,1906.0,233537.0,2357.0,4406.0,1.237,2.312,1.869,Attention
R1K,2016-17,91.8,2.715,0.0302,4.350564480233076,153.0,8.2,4.06,1204.0555555555557,162156.0,1202.0,2675.0,0.998,2.222,2.225,Attention
RAL,2016-17,90.8,2.793,0.038,4.33837262744101,179.0,9.2,6.81,1036.9,179039.0,1546.0,2521.0,1.491,2.431,1.631,Attention
RAP,2016-17,91.9,2.668,0.0482,4.196538674150615,179.0,8.1,1.91,547.3333333333334,76836.0,506.0,972.0,0.924,1.776,1.921,Attention
RAS,2016-17,86.5,2.544,0.0191,4.529064440598595,185.0,13.5,5.72,518.7555555555556,62924.0,444.0,751.0,0.856,1.448,1.691,Attention
RAX,2016-17,95.6,2.168,0.0253,2.9889617661174213,178.0,4.4,15.24,474.3222222222222,74974.0,452.0,777.0,0.953,1.638,1.719,Critique
RF4,2016-17,92.6,3.975,0.0283,4.325311911694204,188.0,7.4,1.74,967.7555555555556,134471.0,878.0,1751.0,0.907,1.809,1.994,Attention
RJ2,2016-17,94.0,2.684,0.0276,4.3750990416029,213.0,6.0,7.29,982.0,133910.0,814.0,1854.0,0.829,1.888,2.278,Critique
RJ6,2016-17,92.8,2.935,0.0285,4.2601013882056,221.0,7.2,1.77,550.0666666666667,66561.0,446.0,1008.0,0.811,1.833,2.26,Attention
RJ7,2016-17,89.7,2.293,0.0231,4.260675764913053,201.0,10.3,3.7,998.4111111111112,125518.0,1251.0,2690.0,1.253,2.694,2.15,Attention
RJZ,2016-17,95.6,2.925,0.0392,5.074698202393295,191.0,4.4,3.7,1368.2555555555555,208966.0,2021.0,3533.0,1.477,2.582,1.748,Critique
RKE,2016-17,82.8,1.977,0.0148,4.116141664662842,171.0,17.2,2.48,341.8666666666667,47267.0,486.0,1055.0,1.422,3.086,2.171,Normal
RQM,2016-17,93.7,1.798,0.0145,3.587906756086516,197.0,6.3,3.09,917.5111111111111,130864.0,1075.0,1627.0,1.172,1.773,1.513,Attention
RQX,2016-17,76.5,1.3,0.0153,3.3767790262172284,189.0,23.5,11.13,433.3,65412.0,476.0,962.0,1.099,2.22,2.021,Normal
RRV,2016-17,80.2,1.641,0.0555,4.449972965666396,170.0,19.8,0.91,913.3,165723.0,1418.0,2411.0,1.553,2.64,1.7,Normal
RYJ,2016-17,81.5,2.084,0.035,4.087636960319001,156.0,18.5,7.67,1164.8333333333333,208694.0,1741.0,3019.0,1.495,2.592,1.734,Attention
RA2,2016-17,76.7,2.734,0.0178,3.730794680782941,153.0,23.3,1.99,507.0,78529.0,565.0,1068.0,1.114,2.107,1.89,Normal
RA3,2016-17,100.0,5.808,0.0332,5.546829684390105,176.0,0.0,0.66,265.0,30158.0,167.0,402.0,0.63,1.517,2.407,Critique
RA4,2016-17,86.4,3.985,0.0356,4.5146651101707285,159.0,13.6,0.96,356.1666666666667,44905.0,251.0,530.0,0.705,1.488,2.112,Attention
RA7,2016-17,96.3,2.216,0.0296,3.980826983856373,165.0,3.7,5.58,796.3222222222222,135273.0,1205.0,2437.0,1.513,3.06,2.022,Critique
RA9,2016-17,80.6,3.701,0.0332,3.5524247007637295,109.0,19.4,3.39,433.0,84363.0,464.0,1280.0,1.072,2.956,2.759,Normal
RBA,2016-17,82.2,3.222,0.0228,3.6128035865574697,144.0,17.8,4.66,511.0,96476.0,470.0,1096.0,0.92,2.145,2.332,Normal
RBD,2016-17,80.9,3.659,0.043,3.510444417534512,80.0,19.1,3.51,336.2111111111111,55768.0,314.0,646.0,0.934,1.921,2.057,Normal
RBZ,2016-17,88.2,3.856,0.022,4.389997321906803,124.0,11.8,7.78,281.77777777777777,49914.0,297.0,780.0,1.054,2.768,2.626,Attention
RD1,2016-17,97.0,3.655,0.0708,4.346028837177138,186.0,3.0,2.48,666.0444444444445,86197.0,565.0,1273.0,0.848,1.911,2.253,Attention
RD3,2016-17,87.6,3.182,0.0329,3.7755398123374913,134.0,12.4,3.17,575.5777777777778,79106.0,467.0,946.0,0.811,1.644,2.026,Attention
RDU,2016-17,95.1,2.793,0.0204,3.755982077369411,198.0,4.9,2.32,1389.9555555555555,201082.0,1060.0,2274.0,0.763,1.636,2.145,Attention
RDZ,2016-17,95.9,4.179,0.0246,3.783239233920071,148.0,4.1,0.4,575.2222222222222,105695.0,482.0,1238.0,0.838,2.152,2.568,Attention
RH8,2016-17,84.6,3.407,0.0176,4.4747777119146415,128.0,15.4,2.44,961.6666666666666,125089.0,687.0,1992.0,0.714,2.071,2.9,Normal
RHM,2016-17,93.4,3.106,0.0249,4.813177376369559,184.0,6.6,1.32,1163.4444444444443,148337.0,1422.0,3102.0,1.222,2.666,2.181,Attention
